content,sentiment
the you cant beat in soccer either,0
This be real life These people be run for the most powerful office in the world,2
It be fun but I really think I become more Dear world please realize that most of us arent that dumb,0
Stuck at work until Cant wait to go home watch the train wreck that be the Anyone know where to find it,2
One of my favorite about the be how many of these see in person Thanks,1
I also think Rand be toast,0
What ever happen to the answer to how they be take care of vet,0
Its official Worst debate ever,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Is it just me or do anyone else want to punch in the face,0
I need to order another green apple to process what the hell just happen,0
remark on have half a brain best line,1
IT IS OVER Doubt Ill be able to take many more Not enough popcorn in the universe Onto the,0
There be a time for attack I guess but the real conversation should be on issue not better than soso,0
the you cant beat in soccer either,0
This be real life These people be run for the most powerful office in the world,2
That be entertain only because I have see them in action first hand Congress be out of touch so be all the,0
This be the part where political get crazy look for who touch who,2
remark on have half a brain best line,1
the you cant beat in soccer either,0
We dont have time for [ ] tone weve get to go out there and get the job do cant dispute that,2
be interest to see how the poll shuffle if at all as a result of the and main,2
And the winner be The,1
Dear Fox News here be my close argument None of the say anything to help the suffer of or,0
Some great tweet by during the,2
My from In no particular order,1
My father be so overrate,0
Great for watch the debate thank Fox News Please add an option to rate the,1
Dear Fox News here be my close argument None of the say anything to help the suffer of or,0
Dear Bush Your Record Sir be clear you be a of the vote public PERIOD,0
Even after bias attack by win,1
the you cant beat in soccer either,0
Classy,0
BETTER NOT LIE ABOUT GOD She didnt talk to all of,0
And the winner be The,0
Considering bias the do help to delineate the The be more clear now,0
I cant wait for to put the on blast during the Presidential debate That woman get big,0
Aw you can tot come over later for a good cry I BOO,0
Ill be surprise if doesnt jump into the top after tonight,1
Can someone send this to,0
interest to see if Ben and Mike pick up steam Everyone come out unscathed in these,1
Bush remind me of elevator music You hear it but you dont listen,0
this commentary be the best,1
I think be go to run out of beer,0
the you cant beat in soccer either,0
WERE A NATION OF EXCEPT ME I MADE MONEY Trump,2
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Seriously think God talk to presidential,0
Even after bias attack by win,1
Every time they say wedge issue I think they mean,2
any candidate receive a word from God Presidential This be Brotherhood of,2
So unclear if I just watch a church convention or a political debate,0
One of my favorite about the be how many of these see in person Thanks,1
remark on have half a brain best line,1
To think we have more to come I cant take more,0
Cancel the Fox Party set up anoint their man Bush,0
Bush remind me of elevator music You hear it but you dont listen,0
he look down on the base,0
That be a wildly entertain Television spectacle,1
Dont like how much time be be spend attack instead of talk about substantive issue,0
Rand a different kind of republican yes you be an pad,0
gun who believe in death mentality War and God,0
make the point that she will be able to attack Love it She be unafraid,1
Hopefully the next debate will be better this be,0
the you cant beat in soccer either,0
Governor you be currently the man H,1
Dear Fox News here be my close argument None of the say anything to help the suffer of or,0
Female anchor count Female blonde anchor count,2
Dear it may seem like this be fun to me but really mad about how treat people who cant,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
I think and Trump need to band together and expose this set up job and get rid of Bush and,1
Trump I WILL DO ALL OF THE,2
Trump Our vet need to be take care of except that loser,0
Rand a different kind of republican yes you be an pad,0
What ever happen to the answer to how they be take care of vet,0
Rand and Marco seem like viable,1
Trump We should just not import,2
Anyone but Rand,0
I just come back from and,2
I LOVE ice cream get my vote,1
Cancel the Fox Party set up anoint their man Bush,0
Every time they say wedge issue I think they mean,2
According to the military be for kill people and break suddenly make sense,0
None of them handle snake None of them spike in tongue The hat,0
remark on have half a brain best line,2
Trump close statement We suck,2
I wish I could make a close statement but my mouth be full of,2
He say wedge issue,2
just wait for them all to accidentally eat each other,0
God tell me to be president So like I guess go to go be president or whatever,2
Was anyone else expect Trump to say something super racist when he mention China and Japan,0
HA Ha ha ha ha be beat up and get his ass hand to him BY A WOMAN,0
Total have half a brain best line to your,1
Seriously think God talk to presidential,0
How be survive a recall like a badge of honor Like shut up,0
Marco campaign slogan need to be from bar back to president,0
Every time they say wedge issue I think they mean,0
remark on have half a brain best line,1
bash night slick Willy be it,2
Cancel the Fox Party set up anoint their man Bush,0
This be real life These people be run for the most powerful office in the world,2
Dear Bush Your Record Sir be clear you be a of the vote public PERIOD,0
New Sheriff in town Nice summary He cherish freedom your freedom,1
Bush remind me of elevator music You hear it but you dont listen,0
When do it become acceptable to have God be a topic in political debate in this country,0
Seriously think God talk to presidential,0
love and s close I hate they didnt get a lot of question tho,1
Total on Fox news tonight no basis in fact at all its all garbage,0
Honestly not sure if watch Mean or Do you even go here,0
,2
didnt have to tell us what his Daddy do for a live,0
We dont win Is this the playground,0
We dont win Freedom win several ago,0
say he want to make the manufacture country be th century think We need high tech,0
It wasnt too late for its not too late for Oh and pass the cheese Walker,1
be use the wrong,2
I dont know why the here Rand,2
any candidate receive a word from God Presidential This be Brotherhood of,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Reminder Bush you run,0
Anyone but Rand,0
remark on have half a brain best line,1
Republican All of our state be awesome But for some reason not enough to stop country from suck,0
No minority in their right mind should be vote for anyone of these They dont have a clue about our issue,0
Ill say Trump Walker Bush Rand,2
My father be so overrate,2
One of my favorite about the be how many of these see in person Thanks,2
Wow look at all the diversity in the,0
be such a card,0
close statement provide by,2
My father be so overrate,0
Cancel the Fox Party set up anoint their man Bush,0
Well would ya look at that,2
This be real life These people be run for the most powerful office in the world,2
be an idiot Sadly the idiot brother run first,0
Did Walker say he have a wife two and a harlot,0
Dear Ted what do say about you lie about our very good President Thats what I think,0
Is it just me or do anyone else want to punch in the face,0
If wrap up the mailman vote by the end of this debate he ought to drop out,0
Fox Debate should be ashamed for the way treat Trump,0
remark on have half a brain best line,1
Have you no shame U ever go back look at the word you learn at seminary u know not bear false witness,0
The purpose of the military be to kill people and break,2
Dear it may seem like this be fun to me but really mad about how treat people who cant,0
One of my favorite about the be how many of these see in person Thanks,1
Shout out to Sanders for slip under the radar of these democrat joke,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
The Fox debate do not address the Voting Act Voter Suppression Voter ID No surprise there at all,0
My father be so overrate,0
Ill be my best to do that,1
God bless our country the Republican NOT them you,0
This be real life These people be run for the most powerful office in the world,2
Walter refuse to mention the,2
Hey How absolutely fearful be you of at how you refuse to ask him question,0
they for you girl,2
,2
Is it just me or do anyone else want to punch in the face,0
Perhaps theyll talk about racism if theyre ask if God tell them,0
,2
Unless talk about our school air quality water quality,0
Fox to Presidential So let all talk about God for a second Founding,2
Why watch debate when you can just watch Kelly,1
Cancel the Fox Party set up anoint their man Bush,0
Well would ya look at that,2
My father be so overrate,2
put in jail mean lock up college for call delusional,0
The Fox debate do not address the Voting Act Voter Suppression Voter ID No surprise there at all,0
Can you answer this very direct question I should be president So no,0
One of my favorite about the be how many of these see in person Thanks,2
Politics Before run for praise s Sec Of State Tenure,2
get in some at the end Not rid for him at ALL but Ill give him credit for be a medical,1
Is that Ben or,2
Fox to Presidential So let all talk about God for a second Founding,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Fox to Presidential So let all talk about God for a second Founding,0
Freedom Ben just go all Team on this,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Fox News be obviously try to influence the of the Republican field,0
When do it become acceptable to have God be a topic in political debate in this country,0
Ben be determine to get that joke out,2
The worst debate in the history of Republican debate Thank You Senator Ted for what time you have to debate,1
Trump have Cam hand,2
Now for your close Who be your daddy and what do he do,2
The purpose of the military be to kill people and break,0
,2
Literally still piss about the whole gay marriage issue Its constitutional please leave it at that,0
go hard at the end and bust in the face,1
Dear Fox News here be my close argument None of the say anything to help the suffer of or,0
Now Ben want to try and be interest,0
be dull and an embarrassment to ANY PERSON of color,0
win both debate,2
After hug he doesnt deserve to be on the stage tonight,0
That tho i throw shade like that please,1
get my vote after tonight but be a very close second,1
but seriously you didnt answer the question,0
Ben be damn funny,1
Thank you Finally someone who pledge to reverse every executive order day Why be this so hard,1
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Bush remind me of elevator music You hear it but you dont listen,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Ben rock out the final,1
I disagree but defend your right to your own opinion Vive la difference,2
No Walker you didnt lash out at the in You just have them arrest,0
Seriously think God talk to presidential,0
I want one of these white and basically white men to just hate and poor people VOTE FOR ME,0
Is Ted slogan If you hate vote for me Because boy be he push it,0
Is it just me or do anyone else want to punch in the face,0
Ted undo all the because,0
,0
My father be so overrate,0
Twist just ATE,0
Ted be president of his own tree fort,0
Is it just me or do anyone else want to punch in the face,0
Ted need to find a suit that fit,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
go to persecute religious liberty Cool,0
My father be so overrate,0
God say GOD not Leave me this,0
and these Go away,0
Thank you Finally someone who pledge to reverse every executive order day Why be this so hard,1
Why be there absolutely no question on the job or economy thats what be poll the highest right,0
from God and nothing else come close,2
When do it become acceptable to have God be a topic in political debate in this country,0
My father be so overrate,0
Now for your close Who be your daddy and what do he do,2
So soldier can die for you but you cant foot the bill to make them as human be Really,0
none of them answer any question directly,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
God bless our country the Republican NOT them you,1
Is this a pity party,0
Thanks Fox News raise s rat,1
Why doesnt ask the other about their finance and where their money come from,0
The worst debate in the history of Republican debate Thank You Senator Ted for what time you have to debate,0
Obviously watch There will be plenty other to witness,2
How many of these people parent flee MY GOD it be great there,0
Is it just me or do anyone else want to punch in the face,0
man Say the word racism and white supremacy to that audience,0
Fox News be obviously try to influence the of the Republican field,0
What You want to know if any of the hear strange voice in their head,0
Perhaps theyll talk about racism if theyre ask if God tell them,0
really really really piss off at FOX News for what they do to,0
go and take down other in previous that be illegal,1
You would never know be the from watch this debate,0
Perhaps theyll talk about racism if theyre ask if God tell them,0
will spend st day reverse administration Ha,2
Which flag be you go to blame on the continual murder in and US with high murder rat be,0
Like come on what about the separation of church and state you guy be kill me Screw you Fox News,0
deserve more,1
Commercial break,1
Trump be think message from God I havent tell these other guy anything,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Fox to Presidential So let all talk about God for a second Founding,0
After hug he doesnt deserve to be on the stage tonight,0
How be ancestry relevant to how they will run the country,0
Fox to Presidential So let all talk about God for a second Founding,0
and Bush be a threat to this country,0
rip apart for his comment,0
be no more conservative than whose hand he hold while blame Sandy,1
Why doesnt ask the other about their finance and where their money come from,0
One of my favorite about the be how many of these see in person Thanks,2
They be lynch Black in Name so whats the relevance of the God question,0
Bush remind me of elevator music You hear it but you dont listen,0
thats it final time,2
Only thing that make Rand a different type of republican be the,0
Trump be think message from God I havent tell these other guy anything,2
You would never know be the from watch this debate,0
Read my Tax The Mike,2
Dear fox news moderator you forget to say hack start under the Bush,0
Bush remind me of elevator music You hear it but you dont listen,0
Fox to Presidential So let all talk about God for a second Founding,0
Fox to Presidential So let all talk about God for a second Founding,0
Perhaps theyll talk about racism if theyre ask if God tell them,0
Bush remind me of elevator music You hear it but you dont listen,0
One of my favorite about the be how many of these see in person Thanks,1
Fox be cherry pick the get the softball question,2
time for,0
man Say the word racism and white supremacy to that audience,0
And the draw to a close with the same of a cardboard sign on a highway,0
When do it become acceptable to have God be a topic in political debate in this country,0
put at risk with your fourth amendment talk,2
Funny all of um have up for u know who,0
One of my favorite about the be how many of these see in person Thanks,1
Disagree I feel will be the headline,2
This be real life These people be run for the most powerful office in the world,0
any candidate receive a word from God Presidential This be Brotherhood of,0
With the amount of the G word see on my in regard to the its obvious the get em by the ball,0
Fox to Presidential So let all talk about God for a second Founding,0
Perhaps theyll talk about racism if theyre ask if God tell them,0
Its a wrestle match,2
These second last word be like the rap ever,0
can we cull the herd after these two Can we tell Walker and Perry to go home,0
be from Shouldnt he sound like,0
My family come from so nobody else get to share in that dream from,2
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
This be real life These people be run for the most powerful office in the world,0
parent be Illegal Marco Can I call you Marco,0
I cant help but think have be hop his Gifted can make a way for his flail mouth,0
man This the republican primary its So You Think You Can Govern A new reality show,0
be Dream story,1
Rand a different kind of Republican the only one campaign staff be pick up by the this week,0
the question about the racial divide go to drum roll the only black man on stage,0
One of my favorite about the be how many of these see in person Thanks,1
f Does God have a super PAC,2
and Bush be a threat to this country,0
So accord to God have bless with good but have NOT bless the with one,0
I wish one candidate would say I will not take a salary as President until the nation be out of debt,2
man Say the word racism and white supremacy to that audience,0
When do it become acceptable to have God be a topic in political debate in this country,0
Rand should have go with get curly hair and drop the,2
The dont have to attack Fox be do it for them by stop him from speak,0
One of my favorite about the be how many of these see in person Thanks,2
,2
Not very impress how the three Fox handle that debate,0
Dear Senator God have nothing to do with the Republican party Get it right,2
Rand be like me me me me me me me,2
,0
I receive the word of God everyday God Dont blame me for this guy There be for those voice,0
Why doesnt ask the other about their finance and where their money come from,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Rand a different kind of republican yes you be an pad,0
From watch the it seem to me like over his fail be more,0
dad work at factory Now I see it,0
Ben solidify the black vote,1
How embarrass The whole world be watch this and they must be ask what be go on,0
They fix the yet there be no machine at our only hospital,0
I dont know why the here Rand,0
I think maybe be go to show up but no,0
This be No damn revival Cut it out,0
be the devil scar if he win,0
dad work in an ice cream plant That explain it,0
be an embarrassment,0
,2
Who be God,2
,2
Right,0
Best Statement of the night Thank you put it n perspective the ignorant n the world,1
talk about race be like trump talk about money,0
One of my favorite about the be how many of these see in person Thanks,1
One of my favorite about the be how many of these see in person Thanks,0
Dear Ted what do say about you lie about our very good President Thats what I think,0
Fox be cherry pick the get the softball question,2
decide to put name on the screen when theyre speak,0
Just get his ass serve to him by,0
Fix New Jersey first,0
man Say the word racism and white supremacy to that audience,0
How sweet have family who serve What do anything he be say have to do with,1
,0
,2
Anyone who use name for hate be a wolf in clothe and be not men of G,0
Ben nail it on his comment about race and our own country try to divide us,1
,2
talk about race be like trump talk about money,0
Yes respect like say punch people in their face,0
One of my favorite about the be how many of these see in person Thanks,1
Walker God be cut the budget Talk to him,0
We cut the military and fight,0
the question about the racial divide go to drum roll the only black man on stage,0
Why doesnt ask the other about their finance and where their money come from,0
Ben solidify the black vote,1
Dear Fox News here be my close argument None of the say anything to help the suffer of or,0
The dont have to attack Fox be do it for them by stop him from speak,0
Fun watch sock it to so many other who have lose their true north Go Don,1
One of my favorite about the be how many of these see in person Thanks,1
,2
Fox to Presidential So let all talk about God for a second Founding,0
One of my favorite about the be how many of these see in person Thanks,1
Trump have Cam hand,0
US military spend other via,0
We already hear you say you be appoint on Enough,0
Walker God be cut the budget Talk to him,0
Second spin room get ready,2
Ben United not divide of,1
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
One of my favorite about the be how many of these see in person Thanks,1
Hey How absolutely fearful be you of at how you refuse to ask him question,0
Walker God be cut the budget Talk to him,2
any candidate receive a word from God Presidential This be Brotherhood of,0
This the republican primary its So You Think You Can Govern A new reality show,0
any candidate receive a word from God Presidential This be Brotherhood of,2
say we will know the by their fruit be you listen,2
man Say the word racism and white supremacy to that audience,0
Senator any word from God Just spit out my tequila Damn you Kelly it be the expensive kind,0
any candidate receive a word from God Presidential This be Brotherhood of,0
be move up,1
Dear Ted what do say about you lie about our very good President Thats what I think,0
Can someone send this to,0
Theres some Cakebread in the Break it open Red or White Love their chard,1
Trump smear Bush what be your favorite color,2
Instead of be an adult and watch the I watch to feel connect to my youthful follow,2
Russia China know more about than our own Congress Boom,1
Trump smear Bush what be your favorite color,2
Is it just me or do anyone else want to punch in the face,0
I bet these guy have in their,2
Walker God be cut the budget Talk to him,2
HOW COULD YOU NOT ASK TRUMP ABOUT GOD,2
I have a headache from the massive eye roll that I just do due to that close question,0
play the Booker T card and preach,0
,2
Trump be think message from God I havent tell these other guy anything,2
Dear Walker you have nothing to brag about you your state of and you suck,0
Dear Fox News here be my close argument None of the say anything to help the suffer of or,0
man Say the word racism and white supremacy to that audience,0
still support trump no matter how hard you try to tear him down,1
Is it just me or do anyone else want to punch in the face,0
Walker God be cut the budget Talk to him,0
On the low though the wouldnt be a factor if they didnt pander to that religion so much,0
Ben solidify the black vote,1
Well you just dance away any race issue in this country,0
Trump do not get to answer the God,2
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Wham Bam Thank You Ann How the of the should be see,0
All this science talk be hot,1
Ask EVERYONE The About Race,0
have the eye of the bunch,1
,0
any candidate receive a word from God Presidential This be Brotherhood of,0
When Ben talk about race,0
,2
Did you notice nod in agreement when talk about operate on the brain,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Why should pledge support to the when the establishment sell out to,0
Walker God be cut the budget Talk to him,0
talk about race be like trump talk about money,0
We be the United not the divide state,0
If they mention the bottle of tequila be go,2
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
man Say the word racism and white supremacy to that audience,0
head into the Presidential GO TED,1
I like Ben,1
Sad that Trump didnt get to answer that question,0
talk about race be like trump talk about money,0
Dusting off my Twitter account for this,2
should host the and Fox News should have the Then youd get to watch brain explode on live,0
should be interest,2
Walker be like I elect YOU as my first black friend,1
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
and Bush be a threat to this country,0
Is it just me or do anyone else want to punch in the face,0
Dear Ted what do say about you lie about our very good President Thats what I think,0
To his credit be the only one the only one to mention anything about race,1
You ask the only Black Candidate the only race question,2
slam,1
Is that a young from,2
If wrap up the mailman vote by the end of this debate he ought to drop out,0
,2
Breaking just hand a to calm him down,0
head into the Presidential GO TED,1
ben love to use his gift hand to speak,1
What Roxy Girl think of the @,0
Bush remind me of elevator music You hear it but you dont listen,0
They do not ask Trump about God,2
Sal These self righteous try to out God each other Shameless,0
Ted mutant superpower be,0
I think say his rival for the nomination want to divide us,0
Bush remind me of elevator music You hear it but you dont listen,0
Hey How absolutely fearful be you of at how you refuse to ask him question,0
These self righteous try to out God each other Shameless,0
Ben and stand out RIGHT NOW AND TRUMP OF COURSE,2
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Every time the debate bell ring my dog freak out,2
The dont have to attack Fox be do it for them by stop him from speak,0
This be No damn revival Cut it out,0
The skin doesnt make them who they be the hair doesnt make them who they be but sexual orientation totally,0
Commercial break,2
The skin doesnt make who they be The media be divide us,0
Speaking of the constitution do you believe in the part that talk about separation of church and state,2
Oh,0
I think and Trump need to band together and expose this set up job and get rid of Bush and,0
God and The Its a quirky where The be the neat and God be a party animal,2
Fox News be obviously try to influence the of the Republican field,0
Ben solidify the black vote,1
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Need more simply for the joy that Twitter bring to me during them,2
So now the Fox be go to bring God into the next debate segment us,0
Bush remind me of elevator music You hear it but you dont listen,0
From watch the it seem to me like over his fail be more,0
They talk about God today tomorrow WAR,0
cant even find one good candidate,0
talk about race be like trump talk about money,0
Did They Really Just Ask The Black Candidate The Race Question Really,0
get all of applause for more or less be intolerant of religious plurality,0
The republican be close with their love for God would never do that Just,2
You ask the only Black Candidate the only race question,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
the question about the racial divide go to drum roll the only black man on stage,1
So be watch on television and his staff be what he yell at the,2
if you dont go have a seat in the back Its about race be racist,0
So accord to God over,2
be use as the emissary of the black again,2
I be wonder what Fox be up to with THIS debate get rid of Trump,0
God bless our country the Republican NOT them you,0
The republican be close with their love for God would never do that Just,2
Its hard to pick one I dislike the most keep the White House,0
foreign policy,2
No minority in their right mind should be vote for anyone of these They dont have a clue about our issue,0
The republican be close with their love for God would never do that Just,0
The purpose of the military be to kill people and break,0
Trump smear Bush what be your favorite color,0
be just so funny ha ha,0
This be No damn revival Cut it out,0
I think and Trump need to band together and expose this set up job and get rid of Bush and,1
Win and you know it Roger,2
Its what make to the white man $ Will the stand for for equal work,0
should win the for best comedy show,0
Twitter be the transcript of all of us talk to our set,2
These self righteous try to out God each other Shameless,0
This debate just make me want to drink more,0
If God be be these men,0
These self righteous try to out God each other Shameless,0
Marco bless count,0
The purpose of the military be to kill people and break,0
The cant even find one Marco,0
Ted mutant superpower be,0
If wrap up the mailman vote by the end of this debate he ought to drop out,2
The purpose of the military be to kill people and break,0
Is it just me or do anyone else want to punch in the face,0
think the Republican Party be with God and the can just suck it as God hat them,0
Final Statement Please Pander to Religious and Go,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Ill stop illegal immigration by close all the bridge C,2
The republican be close with their love for God would never do that Just,0
Bush remind me of elevator music You hear it but you dont listen,0
Low key impress I only lose follower tonight,0
certainly an imperfect man that the truth SHUT UP GO HOME,0
These self righteous try to out God each other Shameless,0
Line of the night From God have bless us with many cant even find one Too funny,0
Oh race issue this should be good,1
Bush remind me of elevator music You hear it but you dont listen,0
These self righteous try to out God each other Shameless,0
f Does God have a super PAC,2
Dear Senator God have nothing to do with the Republican party Get it right,0
They fix the yet there be no machine at our only hospital,0
claim God make a mistake in make,0
After hug he doesnt deserve to be on the stage tonight,0
I would just like to add that there be a SEPARATION of church and state and it need to stay that way,0
Walker God be cut the budget Talk to him,2
I receive the word of God everyday through the as well,2
No minority in their right mind should be vote for anyone of these They dont have a clue about our issue,0
Fox be cherry pick the get the softball question,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Dear it may seem like this be fun to me but really mad about how treat people who cant,0
Cancel Fox Party set their man Bush,0
What be the litmus test refer to the Constitution shall we,0
still star at,2
Senator any word from God Just spit out my tequila Damn you Kelly it be the expensive kind,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
They be lynch Black in Name so whats the relevance of the God question,0
God Brains,2
That last question be crap The constitution the supreme law of the land should guide a president not the,0
Here come Chase from ask the important question hurt forearm make jerk off gesture,0
You guy separation of church and state be also in the constitution,0
Straight commercial on Fox News Well play,1
Senator any word from God Just spit out my tequila Damn you Kelly it be the expensive kind,0
go Oh God please I cant even form the word to say how stupid this topic be about God piss,0
THESE PEOPLE NEED TO HAVE A SEAT,2
Walker God be cut the budget Talk to him,0
Hey How absolutely fearful be you of at how you refuse to ask him question,0
Is this the club Where be Tammy and her mascara,0
God for,2
No minority in their right mind should be vote for anyone of these They dont have a clue about our issue,0
I cant tell if they be talk about God God or,0
No Walker you didnt lash out at the in You just have them arrest,0
Is it just me or do anyone else want to punch in the face,0
So we be go to wrap the up without talk about the environment or gun violence,0
Ill only vote for a candidate with whom God have speak to directly,2
These self righteous try to out God each other Shameless,0
Bush remind me of elevator music You hear it but you dont listen,0
round Time for some low blow at the,0
any candidate receive a word from God Presidential This be Brotherhood of,2
Is it just me or do anyone else want to punch in the face ME,0
We must repeal and replace,0
but we want the government to bless our,1
Believing in God be not a prerequisite for the Office of the Presidency Why be we talk about it,0
Thanks Fox News raise s rat,1
I just LOVE how SOME men feel like they can CONTINUE to dictate a step about to catch on fire so mad,0
The Family,2
Fox be cherry pick the get the softball question,0
Is it just me or do anyone else want to punch in the face,0
Why doesnt ask the other about their finance and where their money come from,0
Please leave out of the,0
We must repeal and replace,0
These self righteous try to out God each other Shameless,0
I pray God give these more direct and immediate than they be give in this debate,2
GOD love me even if I dont do as he say He forgive me not you,0
I DONT BELIEVE HIM AND THIS IS WHY ALL TRUMP DISS by A DA on,0
Many good men in debate,1
Commercial break,2
any candidate receive a word from God Presidential This be Brotherhood of,0
No Walker you didnt lash out at the in You just have them arrest,0
Senator any word from God Just spit out my tequila Damn you Kelly it be the expensive kind,2
The question about God and the What a softball,0
I think air on nights,0
Bingo Put that in your article,0
Fox be cherry pick the get the softball question,0
Waiting on answer about God,2
Walker God be cut the budget Talk to him,0
Finally someone define and Thank you,1
Oh here we go The pawn,0
Walker take on IN THE NAME OF GOD,2
This be the point where we decide to elect a prophet,0
for vice,2
He just say that faith be second,0
What a slip up Walker his faith not my faith,0
Hopefully well find out where God stand on the issue,0
Is it require to mention God first in your close,0
Senator any word from God Just spit out my tequila Damn you Kelly it be the expensive kind,0
Walker take on IN THE NAME OF GOD,0
Anyone who claim to be hear from morning should not be fit to hold be better to take your,0
Which of you talk to the air and hear voice in your head translate Kelly,2
and,2
The dont have to attack Fox be do it for them by stop him from speak,0
any candidate receive a word from God Presidential This be Brotherhood of,0
Told u,2
Walker certainly an imperfect man involuntarily run finger across his bald spot,2
dad be a mailman,2
Mike quote Limp lyric for his military talk point,0
You hear that say God want to succeed Too bad some of you at least want to fail,1
This guy believe in get this cat up her,0
Cancel the Fox Party set up anoint their man Bush,0
f Does God have a super PAC,2
I just want to hear the conversation between God and these where they explain why they dont want to help the poor,0
Please leave out of the,0
Is this a primary debate or a Pawnee town meet,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
God for,2
and need to take control of this debate they can do it,1
So in conclusion how be your parent and how be you as a result,0
Our watch party before the begin,2
it may be the booze I think I like you man,1
Why doesnt ask the other about their finance and where their money come from,0
stand out,1
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
From today to the time the next president have one year in office will empty that arena,1
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
f Does God have a super PAC,2
From today to the time the next president have one year in office will empty that arena,0
No minority in their right mind should be vote for anyone of these They dont have a clue about our issue,0
any candidate receive a word from God Presidential This be Brotherhood of,0
Cancel Fox Party set their man Bush,0
and,2
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
So soldier can die for you but you cant foot the bill to make them as human be Really,0
Cancel the Fox Party set up anoint their man Bush,0
I believe this be the first mention of human right all night,1
I know God a friend of mine glad to count him as a backer,2
A house divide against itself would be better than this,2
God be in the business of those that seek him first and his righteousness Simple,2
it may be the booze I think I like you man,1
Well God get more time than black live This be definitely Fox and Definitely Republican,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Fox News be obviously try to influence the of the Republican field,0
when I saw this all I think of be you,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
any candidate receive a word from God Presidential This be Brotherhood of,0
head into the Presidential GO TED,1
Fox News be obviously try to influence the of the Republican field,0
All of the be hop theyre main girl Spoiler alert theyre all side hoe,0
The purpose of the military be to kill people and break,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
I hope trump say I dont talk to myself,0
Oh boy social issue = code for who can control body sexuality the most Hold on tight,0
Cancel Fox Party set up anoint their man Bush,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
and need to take control of this debate they can do it,1
BETTER NOT LIE ABOUT GOD She didnt talk to all of,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
My father be a scarecrow and my mother raise of which only be her own,2
Bush remind me of elevator music You hear it but you dont listen,0
Why doesnt ask the other about their finance and where their money come from,0
Does God have a super PAC,2
any candidate receive a word from God Presidential This be Brotherhood of,0
I do believe in restore common sense bam for the win thats a,1
No minority in their right mind should be vote for anyone of these They dont have a clue about our issue,0
I know God a friend of mine glad to count him as a backer,1
Fox News be obviously try to influence the of the Republican field,0
Can someone send this to,2
The purpose of the military be to kill people and break,0
shut out of debate not speak In to beg them for a chance to say anything,1
Ask Trump a legitimate question Look at face when Trump nail it,1
Can someone send this to,0
cant we just build a moat instead,2
The dont have to attack Fox be do it for them by stop him from speak,0
Are go to go through every resume,0
The dont have to attack Fox be do it for them by stop him from speak,0
No minority in their right mind should be vote for anyone of these They dont have a clue about our issue,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
become the Republican version of tonight,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
We must repeal and replace,2
Is it just me or do anyone else want to punch in the face,0
The purpose of the military be to kill people and break,2
We must repeal and replace,0
say we will know the by their fruit be you listen,2
The purpose of the military be to kill people and break might be the quote of the night,1
sad to say that write a comedy sketch as good as these since the of,0
A movement back to the s,2
We have yet to talk about climate change Oh yeah because dont believe in that,0
It be very disappoint that Fox News be not conduct a Fair Balanced Debate,0
Thanks for hold the Now millions of people KNOW no better or balance then,0
Fox News be obviously try to influence the of the Republican field,2
