ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('positive', 0.468)",positive,Excited,"('Excited', 0.2843962324079367)",It was when we were beaten or lost the football match by - and then scored the third goal to my own side.
"('positive', 0.627)",positive,Excited,"('Excited', 0.29514997763031287)",When scored the third goal to my own side at football match against William Murray Secondary School and we were badly defeated.
"('positive', 0.899)",positive,Excited,"('Excited', 0.4221631111385164)",On December the th was filled with Joy when was told by my bosses that had been selected to attend course at the Lilongwe School for Health Scienced in Lilongwe.
"('negative', 0.842)",negative,Sad,"('Sad', 0.31911173858825564)",It was last week on Saturday night when was at Mchesi. feared to cross the Lilongwe River Bridge to come back to School due to darkness until somebody had to escort me.
"('negative', 0.476)",negative,Sad,"('Sad', 0.3349735617782451)","It was at Malawi Army, Dormer Squadron, when some of my workmates got promoted to Seargents (sgts); we were having similar Ranks."
"('negative', 0.728)",negative,Fear,"('Fear', 0.31894633558677665)","It was mid May , When we had Test on Nursing. My classmate had an answer sheet, so he tried to peep. The Nursing Tutor caught him. During this time was turning my question paper and it made noise. This friend blamed me of causing the whole matter for him to be caught."
"('negative', 0.943)",negative,Fear,"('Fear', 0.44667442076656894)",In May somebody blamed me that made him to be caught while peeping during the Nursing Test which made me feel disgusted.
"('negative', 0.564)",negative,Fear,"('Fear', 0.3535672094798472)","In our class we had test on Nursing, so friend from the Army was caught peeping, by using paper which had already answers which was written by him. So all of us from the Army got ashamed."
"('neutral', 0.49)",neutral,Fear,"('Fear', 0.3935651814701862)",It was on January st  when accidentally broke Fanta bottle in certain bottle store in Zomba.
"('positive', 0.987)",positive,Happy,"('Happy', 0.40669543047538304)",felt joy when heard over the radio that had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School.
"('negative', 0.57)",negative,Fear,"('Fear', 0.24504906888224864)",One day was busy day dreaming along the road and suddenly heard the sound of jamming car braked behind me. woke up from my dreams and it was about to crash me.
"('negative', 0.798)",negative,Angry,"('Angry', 0.2505388537242915)","When was doing my last year at Secondary School was robbed of my clothes, wristwatch and my pair of shoes. After investigations it was found that all the things were stolen by one of the boys in our hostel."
"('negative', 0.547)",negative,Sad,"('Sad', 0.6787522611338924)",It was on th January  when received message from home telling me that my father passed away on the previous day with history of cancer of the oesophagus. This time was doing my third year of my Secondary School.
"('negative', 0.617)",negative,Sad,"('Sad', 0.320475175270474)",was stopped from entering party while was at School but had an Invitation card with me. This was done because they said was too young to join elderly people.
"('negative', 0.941)",negative,Sad,"('Sad', 0.35380189820400465)",In  failed my Examination because of my own crooky behaviour of dodging from Examinations.
"('negative', 0.718)",negative,Sad,"('Sad', 0.4074600476513281)","child was admitted in hospital with Meningitis. was asked to do lumber puncture to obtain Celebral Spinal fluid for diagnostic purposes. Since the condition was already bad, the child died as soon as finished the procedure."
"('negative', 0.59)",negative,Sad,"('Sad', 0.3241322405064791)",When had an anticipatory honey-moon with my fiancTe.
"('negative', 0.851)",negative,Angry,"('Angry', 0.36465822663334946)",When it was found that had gone out of the school premises without permisssion and at the wrong time.
"('negative', 0.645)",negative,Angry,"('Angry', 0.2856147201721566)",When classmate hit me on my occipital region when was busy studying and concentrating on my classnotes.
"('negative', 0.469)",negative,Sad,"('Sad', 0.7260590929181081)",When my father died.
"('positive', 0.746)",positive,Fear,"('Fear', 0.2625612061704294)",When somebody made me touch human faeces.
"('positive', 0.453)",positive,Fear,"('Fear', 0.27714622869561595)",Soiled my short trousers with faeces.
"('negative', 0.789)",negative,Sad,"('Sad', 0.33847072842160647)",When crawling child got burnt because of my negligence to keep the child away from the fire.
"('positive', 0.989)",positive,Happy,"('Happy', 0.47356684740519867)",When heard my name being announced on the radio that had been successful in an interview for admittance for medical Assistant training course. was really happy and enjoyed myself by dancing to music from the Radio cassette.
"('negative', 0.749)",negative,Sad,"('Sad', 0.43941732206714434)",One time was injured when was playing football at School in Blantyre. was brought to the hospital while my leg was totally swollen. The x-rays confirmed there was no fracture but collection of blood the muscles. feared when they started to incise the swollen part with surgical blade.
"('negative', 0.988)",negative,Angry,"('Angry', 0.7762464606070538)",One day was really angry when all my food was eaten by dog. My anger was against my mother because she was careless. She didn't keep the food in hidden and proper place.
"('negative', 0.655)",negative,Sad,"('Sad', 0.6954314598891876)",One day came across certain boy who was intruding my friendship as lovers with my girlfriend and was very sad because didn't expect that girl to disappoint me regarded her as being very faithful.
"('negative', 0.963)",negative,Fear,"('Fear', 0.5526947898628461)",One time at the hospital passed near the intensive care room. The offensive smell that came out disgusted me in such way that didn't even dare to enter the room.
"('negative', 0.977)",negative,Angry,"('Angry', 0.5024761143940446)",At one occasion was ashamed of being refused after proposal for friendship with certain girl. was ashamed because she refused publically in the presence of my fellow friends.
"('negative', 0.906)",negative,Angry,"('Angry', 0.44750008132018515)",once stole my father's money and denied having done it. Instead father threatened my young brother and he was beaten. He was innocent and felt guilty.
"('positive', 0.455)",positive,Excited,"('Excited', 0.24918909208593537)",When was selected to start Form at Chilumba Secondary School out of the  pupils was among the who were successful. Family History showed that had done better than all my brothers who had passed after repeating for several times.
"('negative', 0.717)",negative,Fear,"('Fear', 0.3980464520633569)",We went fishing some or kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives.
"('negative', 0.833)",negative,Angry,"('Angry', 0.4737054232046201)","was angered by classmate who poured soup on to my clothes. He was trying to use short-cut method in getting his supper. Coming behind my back, he wasn't noticed by me and as was retreating from hungry congested people knocked his plate with my head. He didn't accept being wrong but blamed me for pouring his soup."
"('negative', 0.963)",negative,Sad,"('Sad', 0.7078517508075387)",was sad when my MCE grades were out. had gone for football match mile away from home. The mail found me there. was disappointed and didn't play the other half of the match.
"('negative', 0.95)",negative,Sad,"('Sad', 0.42035192937361676)",was dancing Malipenga (traditional dance). exaggerated the steps was supposed to make in the negative way. This happened in front of spectators. It was bad for our Boma (group) because was on the front line where ability is displayed and it is this ability that counts when choosing the winning side.
"('negative', 0.952)",negative,Sad,"('Sad', 0.3344745753784085)",News was spread that had been found doing sexual intercourse with small girl. At first this annoyed me but later on became ashamed because many people seemed to believe it.
"('negative', 0.808)",negative,Sad,"('Sad', 0.49848865519389585)","argued with my father on matters concerning marriage. Traditionally speaking, was not supposed to, so felt guilty of violating my traditions which must hold in esteem."
"('positive', 0.959)",positive,Happy,"('Happy', 0.3786199897304899)",passed my MCE Examination. at first was worried but when heard my name had joy in my heart and arranged for trip to attend wedding ceremony.
"('negative', 0.731)",negative,Sad,"('Sad', 0.40029550875380426)",was studying in class at night. was in Form II by then. There were rumours about an earthquake. That night dogs were chasing one another and passed through the window outside the classroom. Those who saw the dogs thought it was lion and were terrified. Trying to run away the desks were dragged and there was shaking movement. thought it was an earthquake and jumped out of the window.
"('negative', 0.848)",negative,Bored,"('Bored', 0.37930572366593623)",Someone told lie that had stolen his money.
"('positive', 0.679)",positive,Sad,"('Sad', 0.660818688554215)",My Uncle was beaten by his troublesome son. He fell unconscious and gained consciousness after some time. That time was at school; this news reached me through someone.
"('negative', 0.978)",negative,Angry,"('Angry', 0.4725463164806956)","felt disgust when received visitors at an odd hour. was seriously preparing for Examinations, so did not appreciate their coming."
"('negative', 0.947)",negative,Sad,"('Sad', 0.43487021703148837)",answered certain question from Dr. Maqgda wrongly. She asked something about Femur and my answer was saying something concerning the brain. So was very ashamed amongst my friends.
"('negative', 0.427)",negative,Sad,"('Sad', 0.2924846656341888)",wrote bad letter to someone concerning our relationship which we created ourselves.
"('positive', 0.985)",positive,Happy,"('Happy', 0.5057327813123795)",met certain lady at Mchesi and proposed word of love to her and at the same time she accepted my proposal.
"('negative', 0.859)",negative,Angry,"('Angry', 0.3555840871996496)",My father gave me money for school fees and didn't pay school fees instead spent it on beer and did not tell him about this.
"('negative', 0.917)",negative,Sad,"('Sad', 0.415471579669089)",There was cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.
"('negative', 0.693)",negative,Sad,"('Sad', 0.7601757756833071)",had received bad news informing me that grandmother and grandfather had passed away. The first one to die was my grandmother and after two days grandfather died too.
"('negative', 0.815)",negative,Sad,"('Sad', 0.41957672910924615)","It happened that one of my best friends just took my shirt without my knowledge, hadn't put it on for many days and was short of clothes."
"('positive', 0.621)",positive,Fear,"('Fear', 0.42760492250572946)","had high-heeled shoes one time, but certain girl who saw the shoes told me that they were out of fashion and looked as an old man when was in those shoes."
"('negative', 0.891)",negative,Angry,"('Angry', 0.4121158946795273)",happened to have met one of my teachers in town during working hours. The badness was didn't ask for permission to go out and was guilty-conscious.
"('negative', 0.533)",negative,Sad,"('Sad', 0.3765513827682381)",Passing very difficult examination which didn't expect MCE.
"('negative', 0.935)",negative,Fear,"('Fear', 0.4842946226190614)",As we were going to Area  dog chased me. was afraid it might bite me.
"('negative', 0.92)",negative,Angry,"('Angry', 0.6234417972008384)",Brother took my money to use for his own purposes.
"('positive', 0.503)",positive,Sad,"('Sad', 0.8524607606930126)","After hearing the news about the death of my sister, felt very sad."
"('negative', 0.969)",negative,Angry,"('Angry', 0.30591283118638835)","After buying ticket, lost it before reached my destination and the bus Inspector dropped me at place didn't know."
"('negative', 0.938)",negative,Sad,"('Sad', 0.38964021200101684)",was very much ashamed after friend beat me at school and was defeated.
"('negative', 0.837)",negative,Angry,"('Angry', 0.459066954477357)",hit my cousin badly after she threw away my dresses in pit-latrine that the little girl fainted.
"('neutral', 0.757)",neutral,Sad,"('Sad', 0.37964793426407406)",When was selected to University College of Nursing.
"('negative', 0.923)",negative,Sad,"('Sad', 0.35399003442436366)","When one of my relatives went out at night leaving me and my friend alone, cheated my parents that she didn't go out, after they had heard that she was out, was afraid that she might have beaten me."
"('negative', 0.918)",negative,Angry,"('Angry', 0.652792862776487)",When someone took my writing materials yet was to write Examinations in few minutes.
"('negative', 0.736)",negative,Sad,"('Sad', 0.3020933440166703)",When failed my Standard Examination for the first time.
"('negative', 0.827)",negative,Sad,"('Sad', 0.45149416034938294)",When boy whom refused to be my lover told all his friends that was his girl he has refused me because was not faithful to him.
"('negative', 0.599)",negative,Sad,"('Sad', 0.3188078636561105)","When someone pointed out that was proud, yet didn't dress up properly. This was when and my friend went for dnce one Saturday."
"('negative', 0.865)",negative,Angry,"('Angry', 0.358631124786716)",After had cheated my parents that had lost my textbooks so they had to send me money.
"('positive', 0.99)",positive,Happy,"('Happy', 0.40023615947937086)",felt joy when heard my name being called on the radio as one of the students who had passed the interview of Nursing and was selected to start Nursing.
"('negative', 0.791)",negative,Fear,"('Fear', 0.45785135941558963)",felt fear when one night my aunt and Uncle left me alone at their house to look after the baby when they went to party.
"('negative', 0.923)",negative,Angry,"('Angry', 0.5150598353974128)",felt angry at one time when was chatting with friends and suddenly another friend joined us and started opposing any comment added to our chatting.
"('negative', 0.735)",negative,Sad,"('Sad', 0.6221911235750703)",felt sad when thief stole all the clothes from my friend's cupboard at school (boarding).
"('negative', 0.965)",negative,Angry,"('Angry', 0.5931541786566834)",felt disgusted when was not given money for lunch at school by my father as punishment for beating my little brother.
"('negative', 0.864)",negative,Sad,"('Sad', 0.5478744645392138)",felt shame when was asked by my cousin that promised to buy her birthday present but didn't buy it for her in front of friends.
"('negative', 0.976)",negative,Sad,"('Sad', 0.4590042086046276)",felt guilt when my friends were punished to slash grass at the gound because of making noise in class. was in the group of noise-makers but denied having done any noise.
"('positive', 0.77)",positive,Excited,"('Excited', 0.3173123446482349)",When passed my MSCE Exams and was selected to go to college.
"('negative', 0.933)",negative,Angry,"('Angry', 0.40620273939704465)",was with my boyfriend forgetting that had left the house unlocked. Unfortunatly thief came and stole all the kitchen utensils. Thereafter was afraid of the consequences.
"('positive', 0.939)",positive,Sad,"('Sad', 0.38494430707398003)","My best friend started moving out with my boyfriend. When heard this my heart sank because didn't expect that my own good friend could do such thing, so got angry."
"('positive', 0.681)",positive,Sad,"('Sad', 0.7734552073628116)",was sad when heard that my cousin died because of being bewitched by her husband's second wife.
"('negative', 0.983)",negative,Sad,"('Sad', 0.5102264083852445)",My friend promised to take me out for movie but he didn't turn up.
"('negative', 0.784)",negative,Sad,"('Sad', 0.32952178592046016)",met woman who was looking for our house. She stopped me but ran away. When arrived at home found the same woman and she told my parents what had happened so felt ashamed.
"('negative', 0.482)",negative,Sad,"('Sad', 0.45584257342715)",went to my boyfrien's house. There found clothes of certain girl. Without asking whose clothes they were started tearing them only to realise that they were his sister's and so felt guilty.
"('neutral', 0.723)",neutral,Sad,"('Sad', 0.39182873607552854)",When was selected to come here.
"('negative', 0.548)",negative,Sad,"('Sad', 0.2058077971299096)",Somebody told her friend that she would hit me wherever we would meet.
"('positive', 0.751)",positive,Fear,"('Fear', 0.28855095578591705)",This was when my boyfriend told me that was double-crossing him with certain boy.
"('positive', 0.453)",positive,Fear,"('Fear', 0.4484238945145559)",When heard that my friend had started drinking beer.
"('negative', 0.625)",negative,Fear,"('Fear', 0.6379070839952856)",went to party and there were some cakes which weren't good and had bad smell.
"('positive', 0.593)",positive,Sad,"('Sad', 0.6619719806783202)",One day was supposed to go to movie with my boyfriend. In the morning went to see my Auntie and didn't come back up to evening.
"('positive', 0.604)",positive,Sad,"('Sad', 0.5194847262890674)","slapped my sister's daughter and after several hours, she had high temperature and she ended up being admitted in hospital."
"('positive', 0.428)",positive,Sad,"('Sad', 0.2728879591611777)",When the church choir came one Sunday after being away for some weeks.
"('negative', 0.612)",negative,Sad,"('Sad', 0.3981886256181783)",When came home late one day. was afraid would be shouted at by my parents.
"('negative', 0.669)",negative,Angry,"('Angry', 0.49008621774498723)",When little brother of mine damaged cassette.
"('negative', 0.688)",negative,Fear,"('Fear', 0.3910689505716197)","was watching T.V with my parents and some pornographic scenes came on, felt uncomfortable and tried to distract my parents attention by talking to them."
"('negative', 0.441)",negative,Fear,"('Fear', 0.42305345978011905)",saw program on T.V where they had to saw skull for an operation.
"('negative', 0.706)",negative,Sad,"('Sad', 0.6363082351240769)",When decided not to out any longer with girl whom liked quite lot. This made me feel low for some time.
"('negative', 0.544)",negative,Angry,"('Angry', 0.3476755616470684)",No description.]
"('positive', 0.804)",positive,Sad,"('Sad', 0.2723861885897269)",When had my first boyfriend.
"('positive', 0.558)",positive,Sad,"('Sad', 0.3785553475691466)","and my cousin went to filmshow at night. We went without making it known to my mother. While we were there at interval, came across my mother just close to where we sat."
"('positive', 0.714)",positive,Sad,"('Sad', 0.3427130844355321)","During the Xmas holiday, and my best friend at Secondary School had planned to meet at Cultural afternoon at the Mt. Soche Hotel after missing each other for such long time. When asked my mother for permission, she told me not to go for no good reason. felt very angry with her."
"('positive', 0.777)",positive,Happy,"('Happy', 0.3034930294951069)",When was transferred from Chichiri Secondary School to St. Mary's Sec. School. was happy at Chichiri as day scholer and had made lot of friends. was going to boarding and that meant parting with my friends as well as my boyfriend for the first time.
"('negative', 0.977)",negative,Angry,"('Angry', 0.4074511827859031)",felt disgusted when my cousin decided that she would stop going to school saying she wanted to get married. She was only  years by then and she didn't understand what she was thinking.
"('negative', 0.909)",negative,Sad,"('Sad', 0.7311839558507025)",When failed my Primary school leaving Examinations. never thought would fail. When heard had failed really felt ashamed of myself.
"('negative', 0.488)",negative,Sad,"('Sad', 0.5717469211374682)",One time felt guilty when told one of my previous boyfriends we were through just because never felt like having one at that particular time.
"('positive', 0.982)",positive,Excited,"('Excited', 0.3655532334283708)",was filled with joy when heard that had been selected for University course.
"('positive', 0.589)",positive,Sad,"('Sad', 0.4052705514165595)","Sometime back, my boyfriend and were having walk nearby my parent's house. Suddenly we met my grandfather and was afraid that he would report to my parents."
"('negative', 0.868)",negative,Angry,"('Angry', 0.39194122334298154)",One day was angry with my friend who went into my drawer and took piece of paper on which wanted to write letter and used it for her business without my knowledge.
"('negative', 0.889)",negative,Sad,"('Sad', 0.805384739325213)",It was shocking news to me when received telegram from home telling me that my grandmother had passed away. had to go home to attend the funeral but unfortunately found that the burial had already taken place.
"('negative', 0.976)",negative,Angry,"('Angry', 0.6785181593356848)","was disgusted with my brother's behaviour when he kept throwing things away because of his anger, after mum had shouted at him."
"('negative', 0.992)",negative,Angry,"('Angry', 0.4084995253648328)",was ashamed with my biology lecturer when he asked me question and could not answer it.
"('positive', 0.81)",positive,Sad,"('Sad', 0.2979013180459893)",One day was chatting with children at home. Then took lump of soap and gave to one of them pretending that it was sweet. thought the child would realise that it was not. Unfortunately he did not and he put it in his mouth.
"('positive', 0.81)",positive,Fear,"('Fear', 0.2586498023551857)","wrote difficult Exam at one time while in my Secodary School. When the results were announced on the radio, came second out of  students hence felt joy."
"('negative', 0.885)",negative,Fear,"('Fear', 0.38441771069813213)",When the week for Exams came. got afraid as to how would tackle the questions.
"('negative', 0.933)",negative,Angry,"('Angry', 0.515227901404902)",Last week friend of mine called on me and said was moody and difficult to persuade. With this got angry with her.
"('positive', 0.708)",positive,Sad,"('Sad', 0.7758787834291246)",experienced this emotion when my grandfather passed away.
"('negative', 0.714)",negative,Sad,"('Sad', 0.325065283639958)","In my village there was this tax collector who used to cheat people and collected more than was wanted, the surplus was for his family and himself."
"('negative', 0.945)",negative,Sad,"('Sad', 0.49919583189790595)",felt ashamed when my lecturer said in class that happened to be the dullest of all.
"('negative', 0.833)",negative,Fear,"('Fear', 0.45900897988181066)",felt guilty when was found to be the chief leader of making noise in class.
"('positive', 0.986)",positive,Happy,"('Happy', 0.44669747350144173)",When received beautiful birthday gift form my parents.
"('neutral', 0.515)",neutral,Fear,"('Fear', 0.3908877321978037)",When was called for an Interview at Kamuzu College of Nursing.
"('negative', 0.714)",negative,Sad,"('Sad', 0.4641674415803859)",When damaged my wristwatch which liked very much.
"('negative', 0.673)",negative,Sad,"('Sad', 0.811393018713598)",When my cousin passed away.
"('positive', 0.549)",positive,Fear,"('Fear', 0.24443293664983015)",When my fellow classmates were involved in quarrel.
"('negative', 0.523)",negative,Sad,"('Sad', 0.4164184792397392)",When failed Psychology examination when most of the students passed.
"('positive', 0.52)",positive,Sad,"('Sad', 0.4590725861274727)",When promised to visit my boyfriend and didn't fulfil the promise.
"('positive', 0.929)",positive,Happy,"('Happy', 0.401930202564726)","had stayed for months without seeing mother because our holidays were short and my home is far. Some times, mother came to see me at school, was very joyful, and didn't want her to go."
"('negative', 0.509)",negative,Sad,"('Sad', 0.717319133236779)","One day during our clinical practices, we had very ill patient. Unfortunately the patient passed away. had seen him dying and it was the first experience. During the night became afraid fearing the dead body."
"('negative', 0.696)",negative,Angry,"('Angry', 0.2017260055166588)",It was during the beginning of the term. had K and kept it in my handbag. left the handbag in the wardrobe but didn't lock it. Next time found that K were stolen.
"('negative', 0.757)",negative,Sad,"('Sad', 0.7202920369823588)",My best friend had failed Exams. She had to leave and so we got separated.
"('negative', 0.985)",negative,Sad,"('Sad', 0.451005615310666)",felt disgusted when my appointment to meet the E.N.T. specialist had been turned down. The specialist came from U.K. and went the same day and we do not have one.
"('negative', 0.928)",negative,Sad,"('Sad', 0.37674037050894355)",had been telling lies and people discovered instantly that was telling lies. felt very shameful and felt like disappearing from people.
"('negative', 0.543)",negative,Sad,"('Sad', 0.21396977913193993)",had spent the weekend visiting relatives and friends and didn't study for Anatomy class on Monday.
"('negative', 0.638)",negative,Fear,"('Fear', 0.43632261425989965)",had an interview for entry into college. The results were to be announced on radio. After long period of waiting the results were released. had succeded tension was relieved by joy.
"('positive', 0.612)",positive,Excited,"('Excited', 0.31257521954567274)","When stepped on snake at home, it was dark but there was moonlight."
"('negative', 0.941)",negative,Angry,"('Angry', 0.6693645365084986)",went to fair where guy who was drunk kept bothering me and in the end got really angry.
"('negative', 0.608)",negative,Sad,"('Sad', 0.6802018103090307)",When heard that my Uncle had passed away in road traffic accident.
"('negative', 0.826)",negative,Fear,"('Fear', 0.6302573703360226)",went to party with my boyfriend who got so drunk and started vomiting. It was so disgusting.
"('negative', 0.415)",negative,Sad,"('Sad', 0.487598823911034)",We were writing Primary school leaving Examinations when had fallen at the steps going into the Exam room.
"('negative', 0.949)",negative,Sad,"('Sad', 0.41970659960673273)",was keeping friend's Library book which went overdue. My friend was charged for the delay in returning the book to the Library. felt guilty when realised was responsible.
"('positive', 0.766)",positive,Fear,"('Fear', 0.25346565022344186)",was given gift by my sister. There were many pleasant things in this parcel.
"('negative', 0.865)",negative,Fear,"('Fear', 0.3112915942022605)",was alone walking in deserted part of the city and had some fear that some men would attack me and rob me.
"('negative', 0.964)",negative,Angry,"('Angry', 0.5985720284192696)",wrote an Exam and happened to have not done as well as thought would. was angry to myself for not having done so well.
"('negative', 0.953)",negative,Sad,"('Sad', 0.5969992862988144)",lost my purse that had money in it. was sad until found it.
"('negative', 0.782)",negative,Sad,"('Sad', 0.4411819115341224)",received letter which was too strong for me. It said had done something which really didn't do.
"('negative', 0.504)",negative,Sad,"('Sad', 0.2598684717199664)",friend of mine was shouting at me in group of juniors.
"('negative', 0.662)",negative,Sad,"('Sad', 0.38105018338543334)",Before going to school usually take something to eat right at school and this time took Father's money without him knowing it. felt guilty and returned the money.
"('positive', 0.739)",positive,Excited,"('Excited', 0.30161296632788825)",The day was told that had passed my Malawi School leaving Exams and was selected to go to college.
"('negative', 0.83)",negative,Angry,"('Angry', 0.2606363383003373)",When was travelling home by bus and suddenly the bus hit and the bus leaned against wall.
"('negative', 0.931)",negative,Angry,"('Angry', 0.695779573917602)",was angry when someone stole magazine which had borrowed from another friend and locked it in drawer.
"('negative', 0.832)",negative,Sad,"('Sad', 0.4037930792406927)",When my best friend promised to come at my house and had to prepare so many expensive things for her but only to learn at last that she would not turn up.
"('negative', 0.925)",negative,Fear,"('Fear', 0.3720333179806553)","felt disgusted one day when, as we were eating, child defecated on the table side."
"('negative', 0.954)",negative,Sad,"('Sad', 0.395211502372721)",felt ashamed one day when my teacher shouted at me in the presence of my boyfriend.
"('negative', 0.598)",negative,Sad,"('Sad', 0.4198259967228632)",felt guilty one day when stole slice of bread in cafeteria.
"('positive', 0.599)",positive,Sad,"('Sad', 0.49506852974741977)",When had passed MCE examinations.
"('negative', 0.803)",negative,Sad,"('Sad', 0.35908022651828336)",was afraid when my boyfriend came home because my parents disapproved him of his coming home. thought they would chase me out of the house.
"('negative', 0.945)",negative,Angry,"('Angry', 0.5921183883540034)",was angry when my friends said that should not receive Nursing Science books because there was rumour that was intending to leave the college.
"('negative', 0.673)",negative,Sad,"('Sad', 0.811393018713598)",When my cousin passed away.
"('negative', 0.841)",negative,Sad,"('Sad', 0.31941239189701226)",When was child broke plates because wasn't given food on the grounds of coming home late.
"('negative', 0.967)",negative,Sad,"('Sad', 0.32876702295435156)",was ashamed of being laughed at by my colleagues when failed to answer question in the classroom.
"('negative', 0.69)",negative,Fear,"('Fear', 0.4418607514546351)",felt guilty after stealing cookery book from my colleagues.
"('positive', 0.982)",positive,Excited,"('Excited', 0.3693681486187731)",was filled with joy when heard that had been selected to come here at Kamuzu College of Nursing.
"('negative', 0.556)",negative,Fear,"('Fear', 0.4343466077842898)",was afraid to walk through the forest one day when dropped off the bus around . pm.
"('negative', 0.952)",negative,Angry,"('Angry', 0.7213666564891457)",was angry when somebody stole my half petticoat.
"('negative', 0.535)",negative,Sad,"('Sad', 0.8020678651464879)",felt sad when my father was sick.
"('negative', 0.937)",negative,Fear,"('Fear', 0.5726090546167673)",felt disgusted when somebody told me that my previous boyfriend was her boyfriend.
"('negative', 0.915)",negative,Sad,"('Sad', 0.3344720885448471)",was ashamed when my boyfriend went to sit with another girl when he invited me to come to watch Drama festival.
"('negative', 0.664)",negative,Sad,"('Sad', 0.7672924258133745)",felt guilt to have come back from home without seeing my father. When went home he was at work.
"('positive', 0.797)",positive,Sad,"('Sad', 0.2807555029210065)",The time learnt that had passed my Malawi School leaving Certificate Examinations.
"('negative', 0.693)",negative,Fear,"('Fear', 0.476951716213528)",Afraid of dead body.
"('negative', 0.843)",negative,Sad,"('Sad', 0.47664384106834695)",tailor ran away with my skirt.
"('negative', 0.953)",negative,Angry,"('Angry', 0.5310829988025882)",Cooks refused to give me food.
"('positive', 0.486)",positive,Fear,"('Fear', 0.48722518260427405)","saw septic, smelling wound."
"('negative', 0.941)",negative,Sad,"('Sad', 0.42577420973135666)",was ashamed when was being introduced to the church congregation.
"('negative', 0.596)",negative,Angry,"('Angry', 0.4111541116210196)",cheated my boyfriend.
"('positive', 0.869)",positive,Fear,"('Fear', 0.2860100904914737)",boy had been admiring so much asked me to go out with him.
"('negative', 0.861)",negative,Angry,"('Angry', 0.35736713185280206)",was playing with friends then decided to splash some sand into car which was moving nearby. The driver got angry and came to report to my parents.
"('negative', 0.721)",negative,Fear,"('Fear', 0.24830217989346443)",Sometime back another girl who was in terms with my ex-boyfriend came to shout at me at twelve midnight. It was because she thought was still interested in the boy.
"('positive', 0.631)",positive,Sad,"('Sad', 0.8035218521435007)","In May th,  my boyfriend went to the U.S.A. In December was told he passed away. He had cancer of the Oesophagus."
"('positive', 0.575)",positive,Happy,"('Happy', 0.3166521037289884)",One day was walking with my boyfriend. We met my ex-boyfriend and out of jealousy he started calling me names.
"('negative', 0.819)",negative,Sad,"('Sad', 0.3829812879878603)",My father who is very quiet discovered was going out with coloured boy. He called me names and was really upset.
"('positive', 0.8)",positive,Sad,"('Sad', 0.335277263544112)",was at boarding school during my primary school days. was broken so pretended was very sick. My father came and he picked me up. He spent lot of money on medical expenses which all proved to be negative.
"('positive', 0.5)",positive,Excited,"('Excited', 0.20810187896754534)","When passed standard exams jumped, rolled over the ground."
"('positive', 0.761)",positive,Sad,"('Sad', 0.814292924127313)","felt so afraid when dad fell ill, he had never suffered from that disease since and had never seen him as he was."
"('negative', 0.662)",negative,Angry,"('Angry', 0.5503196187382478)",was furious when the teacher pointed out in class that was the quietest girl in class.
"('positive', 0.504)",positive,Sad,"('Sad', 0.784711115507103)",It was extremely sad to me when heard that patient who was taking care of in hospital had passed away. He had some abdominal pains.
"('negative', 0.79)",negative,Sad,"('Sad', 0.3009686545820139)","felt this situation when certain woman from close village shouted at my mother because she didn't get what she wanted, she wanted some salt to put in her relish."
"('negative', 0.75)",negative,Sad,"('Sad', 0.4164265622397296)",was ashamed when got the lowest result (mark) in class. All the same didn't worry too much because knew would have got much better if had read enough.
"('negative', 0.597)",negative,Sad,"('Sad', 0.3096399168205299)",At one time while at primary school lost pencil case of friend and didn't mention it to her until after fortnight.
"('positive', 0.868)",positive,Sad,"('Sad', 0.45578329599633244)",The time first saw my cousin who is living in Tanzania.
"('negative', 0.905)",negative,Angry,"('Angry', 0.4405717528904717)",failed my Nutrition paper which was the paper ending the course.
"('negative', 0.728)",negative,Sad,"('Sad', 0.571709251132599)",When patient in the ward died (one who had been under my care). felt as if didn't give the appropriate care to the patient.
"('positive', 0.983)",positive,Excited,"('Excited', 0.36421423017725163)",was filled with joy when heard that had passed my Secondary school leaving certificate exam.
"('negative', 0.844)",negative,Fear,"('Fear', 0.39178772951137986)",was afraid when my mother left me alone to live in our house for one month.
"('negative', 0.953)",negative,Angry,"('Angry', 0.6250469068539009)",was angry when my boyfriend did not turn up as promised.
"('positive', 0.661)",positive,Sad,"('Sad', 0.8296127221908284)",was very sad when heard that my uncle had passed away untimely at home.
"('negative', 0.908)",negative,Sad,"('Sad', 0.4662693647646852)",One day my friend told me that she had heard that was moving about with her boyfriend. was disgusted with the news.
"('negative', 0.796)",negative,Sad,"('Sad', 0.5494424597925408)",was walking one day and met man who wanted to ask me about my brother but didn't stop to hear what he was saying. was ashamed when found him at home and he told my brother what had happened.
"('negative', 0.586)",negative,Sad,"('Sad', 0.7208612026281228)",felt guilty when tore photograph found at my boyfriend's place only to realise that it was his sister who was on the photograph.
"('positive', 0.984)",positive,Happy,"('Happy', 0.5394740425135065)",When my boyfriend came form Rumphi to Lilongwe for visit was very happy to see him and couldn't believe it was him with me.
