ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('negative', 0.773)",negative,Sad,"('Sad', 0.6609452711499186)",Poor dead Josh.  Please leave your messages of condolences there. #boy #rip
"('positive', 0.697)",positive,Sad,"('Sad', 0.33451969419092065)","Musically, these headphones are awesome. For staying in my ear... not so good."
"('negative', 0.994)",negative,Angry,"('Angry', 0.39800847227192554)", cant call im at work
"('negative', 0.964)",negative,Sad,"('Sad', 0.3782938996173955)",Is have bad night at work.
"('negative', 0.929)",negative,Angry,"('Angry', 0.39372963410866874)", now you're scaring me.... can't you just be mad? Don't jip the world of your presence
"('negative', 0.942)",negative,Angry,"('Angry', 0.6566022739182096)",hate rain and people.
"('negative', 0.651)",negative,Angry,"('Angry', 0.5812986218699747)","_crazyangel Gah But Gregg should have got the hot and talented vote, dammit!"
"('negative', 0.382)",negative,Angry,"('Angry', 0.33978409460242764)",Ross you can't leave the killers still singing and run the titles you should have been edited out for more music happy not
"('positive', 0.61)",positive,Happy,"('Happy', 0.41841991587343585)","Going out to eat with my entourage, probably to Fat E's since they're closing tomorrow! watching movie with Jimmy tonight, text me...."
"('negative', 0.792)",negative,Fear,"('Fear', 0.4442239724350553)", would but I'm afraid got two left feet
"('negative', 0.526)",negative,Sad,"('Sad', 0.29856019081939894)", nah jkin he's hot! so... bored now
"('negative', 0.497)",negative,Fear,"('Fear', 0.30649313870264155)"," _kat I've begged my mum to lt me get them out the attic.. but she wont let me Waaa... and yes, was spoilt! hehe!"
"('neutral', 0.732)",neutral,Excited,"('Excited', 0.3261742925380587)", wish could really do that love having around! Ill see what can do.. ;) try to use that national champ pull lol
"('negative', 0.857)",negative,Bored,"('Bored', 0.5573001123707699)","exhausted, but forced into attending lock-in"
"('positive', 0.583)",positive,Fear,"('Fear', 0.32130977631694596)","can't sleep without my routine ;before-bed snack;, but to find that it comes along with fatfat tummy."
"('negative', 0.457)",negative,Sad,"('Sad', 0.31980732221769675)",Test discovery just missed being in Py.
"('positive', 0.929)",positive,Sad,"('Sad', 0.8426136815059135)",Aw. Torn ace of hearts #Hunchback
"('positive', 0.971)",positive,Happy,"('Happy', 0.3885302552496396)",LOVE  LOVE him.  that tease of Your Baby the end... boooooo. still luv tho.
"('negative', 0.774)",negative,Sad,"('Sad', 0.4115716407411227)",Im loner haha suckss
"('positive', 0.849)",positive,Sad,"('Sad', 0.40676353457599773)", Aw not again! Feel better soon bb!
"('negative', 0.413)",negative,Sad,"('Sad', 0.3689449942049219)",wish could teach my dog how to play xbox! alas...no thumbs
"('positive', 0.947)",positive,Sad,"('Sad', 0.2512471142434854)"," cool, never heard of that in ny "
"('positive', 0.803)",positive,Angry,"('Angry', 0.4032821246542761)","Great, just great. #Cookoutofthecentury and my wife's tummy hurts. Just. Great."
"('negative', 0.962)",negative,Sad,"('Sad', 0.49308925272731086)",My bike was put on hold...should have known that.... argh total bummer
"('positive', 0.802)",positive,Sad,"('Sad', 0.49674616865967147)",Omg here thunderrrr wish was home love cuddling with blanky during storm
"('negative', 0.983)",negative,Sad,"('Sad', 0.5314866859574301)",Ughh from the filling in my tooth my ear is starting to ache What life
"('negative', 0.997)",negative,Sad,"('Sad', 0.40291167228065705)", you disappointed me
"('negative', 0.99)",negative,Angry,"('Angry', 0.4877600853283473)",Ahhhhhh software downloaded but can't get install file to work
"('negative', 0.658)",negative,Angry,"('Angry', 0.5137084598600056)","__buckley Good for you mate, sadly couldnt get pissed tonight fucking driving bad times"
"('negative', 0.658)",negative,Bored,"('Bored', 0.30581562228435905)"," yep am.got back this morning. NFg were fab last night, but cant go tomorrow you getting MS ticket soon? weeks away"
"('negative', 0.8)",negative,Sad,"('Sad', 0.5636344479108335)", Me at Forever  Ethan couldn't be there
"('negative', 0.758)",negative,Angry,"('Angry', 0.32398000913306413)",am so full. No more food tonight... don't want no cake and ice cream at this party.
"('negative', 0.942)",negative,Sad,"('Sad', 0.4364152986846086)",Having one of my bad days....Migraine today. My st since my neck surgery about / months
"('neutral', 0.656)",neutral,Sad,"('Sad', 0.49367451638445975)",need to write really bad. can someone go get my diary from my flat for me
"('positive', 0.766)",positive,Fear,"('Fear', 0.27768206638998494)",Watchin 'how to lose man in  days' wiv mum lol
"('negative', 0.489)",negative,Sad,"('Sad', 0.29006871693051706)", know the feeling
"('negative', 0.917)",negative,Sad,"('Sad', 0.4676420688427527)",Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc's
"('negative', 0.944)",negative,Sad,"('Sad', 0.5552872502091076)","Back is killing me, wish the pain would go away"
"('negative', 0.811)",negative,Angry,"('Angry', 0.502667795543343)","hate different referenced assemblies. My FNH goes against castle ., Caliburn against . .. not to mention dynamicproxy in NH"
"('negative', 0.51)",negative,Angry,"('Angry', 0.33806710090374964)",YES! have my e-mail down to one window (most of which are marked for follow-up on Monday). all the dang paper still here tho
"('negative', 0.889)",negative,Sad,"('Sad', 0.4256292716237568)",my right arm is burnt from the sun
"('neutral', 0.459)",neutral,Fear,"('Fear', 0.3788472926327508)",think have HN... Or maybe just cold.
"('negative', 0.474)",negative,Sad,"('Sad', 0.7472795264939529)",Is really sad that shes missing critical mass
"('positive', 0.484)",positive,Fear,"('Fear', 0.3059845168963576)",when told my mom ;can we watch up?; she said ;OK;. little did know she thought asked ;what's up?; looks like have free friday.
"('negative', 0.941)",negative,Bored,"('Bored', 0.41618307862643217)", could see your quote but not vote for it??
"('negative', 0.848)",negative,Fear,"('Fear', 0.44258876993489815)", sore throat (like hurts to swallow) runny nose and constant sneezing
"('negative', 0.693)",negative,Sad,"('Sad', 0.8165044218004958)", There gone. Now I'm going home. Make me sad to leave the mall.
"('positive', 0.837)",positive,Sad,"('Sad', 0.3748620061455715)", :o And missed it? And I'll miss the rpt mrw Oh well there's youtube sunday guess. Thanks Andrew
"('positive', 0.759)",positive,Excited,"('Excited', 0.34671527708790467)",Making an iMovie of college
"('positive', 0.652)",positive,Fear,"('Fear', 0.34368234338583364)","watching film, recovering from my operation"
"('negative', 0.882)",negative,Sad,"('Sad', 0.6792451442023013)", guess it wasnt meant to be..
"('negative', 0.775)",negative,Sad,"('Sad', 0.5271000395114879)",Smackdown is lot more boring without Maria.
"('positive', 0.508)",positive,Happy,"('Happy', 0.40223300087128344)", miss you too!! And don't say ;damn;!!! lol
"('negative', 0.988)",negative,Bored,"('Bored', 0.42164543434846175)"," not fare lady, no body naps while am at work"
"('negative', 0.946)",negative,Angry,"('Angry', 0.4507482421352862)",Change of plans. am staying in Brandon. No Papaya Salad for me.
"('positive', 0.523)",positive,Sad,"('Sad', 0.5456840993837789)",im so tired ;i miss dionee already.
"('positive', 0.997)",positive,Happy,"('Happy', 0.49838665356357187)",Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such good mama.
"('negative', 0.857)",negative,Sad,"('Sad', 0.45112967125099424)",don't wanna go back to school on monday
"('positive', 0.515)",positive,Sad,"('Sad', 0.3471507328340768)",its really hot out today being hairy is gay
"('positive', 0.757)",positive,Fear,"('Fear', 0.39992541934517467)",chillen at gmas! Soooo humid outside!
"('negative', 0.96)",negative,Angry,"('Angry', 0.4695892782629327)", can't get it to load for me.
"('negative', 0.896)",negative,Sad,"('Sad', 0.6748494830127809)",it just thundered reallyreally loud at work and this little boy started crying wanted to cry too...I hate storms! wah
"('negative', 0.869)",negative,Sad,"('Sad', 0.36251425058860826)",back to work tomorrow whose idea was it to go back on saturday?!? Oh wait... that would be mine. FAIL.
"('negative', 0.618)",negative,Fear,"('Fear', 0.29806661962392245)"," made room...I don't have bed from how much room made and now I'm outta space for sure lol, and know I'm pathetic"
"('negative', 0.87)",negative,Angry,"('Angry', 0.4974773363918522)",Is anyone else having problems following and unfollowing peeps? For me this has gone on for over week!
"('positive', 0.675)",positive,Sad,"('Sad', 0.4547467229977674)",Im so depressed! got an  on my global test
"('positive', 0.669)",positive,Sad,"('Sad', 0.6709197657454011)",sooooo miss Chinese takeout!
"('negative', 0.669)",negative,Sad,"('Sad', 0.2580295211202157)", Lol Sed Want to Not Ach Dress Up For No Reason. Pleaseeeeeeeeeeeeee Im Bored. Lol
"('neutral', 0.547)",neutral,Sad,"('Sad', 0.38889240382296864)"," But don't wanna ruin it Can't do it 'spontaneously' first on paper, then copy that spontaneity onto the book? Please?!"
"('positive', 0.755)",positive,Happy,"('Happy', 0.3074563618760743)",hahahahah woke up at today.. totally missed lecture and the quiz open lab was useless. chipotle w/ silvera and jenny was greeat D
"('negative', 0.9)",negative,Sad,"('Sad', 0.44178918252089233)",U-Verse is up and blazing at Mbps. don't have anything to download though
"('negative', 0.894)",negative,Angry,"('Angry', 0.26356556964358874)",Finally got date for the bonfire tonight. Kinda last option but whatever. None of the chicks wanted to go with never texted me back
"('positive', 0.499)",positive,Angry,"('Angry', 0.5094292570160608)"," thanks ALOT, stuck at work with it too"
"('negative', 0.755)",negative,Sad,"('Sad', 0.30920989406186605)",_MJA ..I don't know who gon do the yelling ; cussing for upgrades when go.
"('positive', 0.9)",positive,Happy,"('Happy', 0.44747613433050726)", our love goes out to you Kanoa sorry for your loss dear
"('negative', 0.412)",negative,Sad,"('Sad', 0.6393292235440922)",hear tonight is the last jleno show
"('negative', 0.553)",negative,Sad,"('Sad', 0.5407668558100114)", know!!!!!!!!! yopu only just got round to watching it? cried!!!!!
"('positive', 0.615)",positive,Sad,"('Sad', 0.5240686980441142)",  ... Way to rub it in guys! Send everyone my love wish could be there
"('negative', 0.993)",negative,Sad,"('Sad', 0.6050482044520659)", that was so disappointing
"('negative', 0.983)",negative,Angry,"('Angry', 0.4045819271221121)",hey  tried callin but it wont let me
"('negative', 0.503)",negative,Angry,"('Angry', 0.5515369502453291)","Make plans, have none!!"
"('negative', 0.847)",negative,Fear,"('Fear', 0.3271045274712434)","recovering from hard day of homeschooling my dd, chemistry did NOT go well..."
"('negative', 0.894)",negative,Sad,"('Sad', 0.30060371219995624)",So much to tell-Only blip is her immune system hasn't recovered-not yet newborns. Give it more months. But that's nothing.
"('negative', 0.477)",negative,Sad,"('Sad', 0.833867871722027)","wow, there's still the void of whre thomas left The heartache is never going to go away"
"('negative', 0.83)",negative,Angry,"('Angry', 0.656782276663034)","Wow, NOT free WiFi ;; you have to pay for parking!? Reduculous!!!"
"('negative', 0.945)",negative,Sad,"('Sad', 0.5753061766425924)",Darn dont have guitar tomorrow
"('negative', 0.944)",negative,Angry,"('Angry', 0.6867944215046898)",ticked off cause can't go see ;drag me to hell; with melissa and amber. staying home on friday night is NOT my thing.
"('positive', 0.999)",positive,Happy,"('Happy', 0.7253694733833066)",love my puppy
"('negative', 0.835)",negative,Sad,"('Sad', 0.42770760956897746)", whaaaaaat? oh no! why didn't know you were here?
"('negative', 0.426)",negative,Fear,"('Fear', 0.2819693901157423)", haha ...i'll let you know how the show was ... hope here in romania they will show it on Mtv.Sunday morning have an exam
"('positive', 0.508)",positive,Excited,"('Excited', 0.3421785338285795)",Six feet under theme is on jjj
"('negative', 0.693)",negative,Sad,"('Sad', 0.450444692713163)", how come all don't seem to excited to play in DC????
"('negative', 0.921)",negative,Angry,"('Angry', 0.5354509501329513)",can't upload picture. already hate twitter
"('negative', 0.418)",negative,Fear,"('Fear', 0.2704296921438611)",_Annie can't I'm goin outta twn night. Sorrrryyy
"('negative', 0.979)",negative,Bored,"('Bored', 0.31110632130151505)",You haven't  back
"('negative', 0.47)",negative,Sad,"('Sad', 0.36937657267599494)",bbq was great... just relaxing around the house! dont wanna leave my city but have to tomorrow... got to clean the house when get back
"('negative', 0.755)",negative,Sad,"('Sad', 0.6422572062102001)",My baby isnt online yet booooo
"('negative', 0.896)",negative,Fear,"('Fear', 0.45249061046626987)", really really hope that doesn't happen.
"('positive', 0.648)",positive,Angry,"('Angry', 0.42254859772103154)", dont get one? fine! say texting is way more meaningful than twittering
"('positive', 0.486)",positive,Fear,"('Fear', 0.4287887441303702)",feeeel like shiit blahhhhhhhhhhhhhh
"('negative', 0.919)",negative,Angry,"('Angry', 0.4771347147677005)","Now, regret not going to see Up today. Damn you, messy room."
"('positive', 0.525)",positive,Happy,"('Happy', 0.311718970826819)",is at cindy babys house......taking in these last fridays we have together DR!!! hope
"('negative', 0.747)",negative,Angry,"('Angry', 0.3275377905684841)",T.G.I.F to bad have to spend it in the E.R
"('neutral', 0.357)",neutral,Happy,"('Happy', 0.24109926583037763)",no so sad about that i'm from MALTA have you heard about it
"('negative', 0.936)",negative,Sad,"('Sad', 0.5411580087442805)",wishes he can just call her. blah. it used to be so easy to move on. wtf happened?
"('negative', 0.626)",negative,Sad,"('Sad', 0.3460343057213335)","really don't mind (too much)) sittin standstill, listenin music, twttrg. But the gas gauge isn't lookin healthy"
"('negative', 0.836)",negative,Fear,"('Fear', 0.5133886216046012)", this creepy guy when was walking the dog I've had my fill of creepers for the day
"('negative', 0.936)",negative,Sad,"('Sad', 0.3213881726732003)", it says Lo's page doesnt exist
"('negative', 0.935)",negative,Sad,"('Sad', 0.5423107771403437)","i'm thinking that tonight's plans are not gonna happen. sigh...sadface. shouldn't be surprised, but am."
"('negative', 0.663)",negative,Sad,"('Sad', 0.4288252154074307)",Ugh... definitely speak too soon...
"('negative', 0.949)",negative,Angry,"('Angry', 0.6337837723589249)",How the fuck do  songs fill an iPod that is supposed to hold ?
"('negative', 0.809)",negative,Fear,"('Fear', 0.5636338135920768)","Sick. Feel like jello, can't talk, and delirious."
"('negative', 0.617)",negative,Sad,"('Sad', 0.41488078265485573)"," what smashing show tonight! Love the Killers! Wish had been there, gutted... Such shame they got cut off mid-song at the end"
"('negative', 0.863)",negative,Fear,"('Fear', 0.3915779487765672)",Is heading to work its freezing!
"('negative', 0.956)",negative,Angry,"('Angry', 0.6073938078240825)","my neighbours are far too loud in thier back garden, all can hear is this loud woman that won't stop laughing"
"('positive', 0.746)",positive,Sad,"('Sad', 0.5746997622000672)",miss him ARGH
"('negative', 0.461)",negative,Sad,"('Sad', 0.4913940823955448)",wishing was anywhere but here...
"('positive', 0.888)",positive,Happy,"('Happy', 0.34390977247766735)",ACK! Fast forward right through that Coldplay song.
"('negative', 0.521)",negative,Sad,"('Sad', 0.5925263871692334)",_Fangirl Won't let me watch since i'm in the states. Boo.
"('positive', 0.522)",positive,Sad,"('Sad', 0.380878110092321)"," That's true. Unfortunately, the leads in the movies don't die on such high note. It's more the Friday The th model"
"('negative', 0.928)",negative,Angry,"('Angry', 0.4087197949502109)",do not want to work tomorrow!
"('negative', 0.933)",negative,Sad,"('Sad', 0.3785944908954023)","the next weeks, exam wise, are AWFUL. there are exams and don't see how can adequately revise all of them care least about..."
"('negative', 0.972)",negative,Sad,"('Sad', 0.3916184761999163)", being sunburnt is horrible
"('negative', 0.691)",negative,Sad,"('Sad', 0.2966232706457686)","Moving: nothing accessible. Camera broken, kitchen stuff in boxes, no internet. Makes it hard to cook or blog. get me to brooklyn!"
"('negative', 0.749)",negative,Angry,"('Angry', 0.34012334519931137)",have two hours to wait for my tire to get repaired.
"('positive', 0.887)",positive,Fear,"('Fear', 0.2796863262732336)"," well, the requirements are quite high as well"
"('negative', 0.451)",negative,Fear,"('Fear', 0.2484218813921383)", yeah! but too late lol
"('positive', 0.491)",positive,Fear,"('Fear', 0.3003596709797613)",Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook)
"('positive', 0.481)",positive,Bored,"('Bored', 0.5496892806735338)",Early(ish) night tonight I'm doing overtime at work tomorrow again boo for working on Saturday!
"('positive', 0.521)",positive,Excited,"('Excited', 0.24075047188055013)", am well and truly at home. But still working!
"('negative', 0.986)",negative,Angry,"('Angry', 0.36923991379712096)",Work is no go
"('positive', 0.503)",positive,Happy,"('Happy', 0.37969036989946797)"," awww, we JUST missed you then!! But I'll see you tonight!!"
"('negative', 0.6)",negative,Sad,"('Sad', 0.3734917366520407)","Really missing hockey already. Off for night in Dtn Naperville. Can't wait for the day off tomorrow, have to work Sunday."
"('neutral', 0.479)",neutral,Fear,"('Fear', 0.2626756998368323)", ......when find chays keys im gonna clean my room up tomorrow. They'll pop up
"('negative', 0.86)",negative,Sad,"('Sad', 0.36555604224133664)"," Homework bound for the whole weekend, not so fun"
"('negative', 0.726)",negative,Fear,"('Fear', 0.48971216305174087)",Roxie is not feeling very well 
"('negative', 0.608)",negative,Sad,"('Sad', 0.35306317163499146)",woke up and my hiccups came back!
"('negative', 0.819)",negative,Sad,"('Sad', 0.5104263166743729)", The Killers where the best. bit disappointed that the last song was cut short Can you watch it in full on Iplayer
"('negative', 0.758)",negative,Bored,"('Bored', 0.6363311330344561)",Just woke up from five hour nap. still have headache. Medication time!
"('negative', 0.976)",negative,Angry,"('Angry', 0.3744517792609424)", can't have any.
"('negative', 0.584)",negative,Fear,"('Fear', 0.4102936371267544)",trying to fix some weird query
"('negative', 0.956)",negative,Angry,"('Angry', 0.7083148105428758)", was going to but I'm siiiick I'm so mad!!!! Jason said have to recover fully before go paintballin again! Are playing?
"('neutral', 0.742)",neutral,Happy,"('Happy', 0.32489380477169705)",Last night in Chicago! Making it one for the record books. Wrigley most likely? See you there?!
"('negative', 0.946)",negative,Angry,"('Angry', 0.7927742386302707)",am soo fucking sick of wades mood swings... uhh hate him.. he's an asshole!! ahhhh
"('negative', 0.861)",negative,Angry,"('Angry', 0.28413874401767564)", don't have texting.....
"('positive', 0.5)",positive,Fear,"('Fear', 0.2918638665758853)","_and_Alter oh, really must of missed that post"
"('neutral', 0.722)",neutral,Happy,"('Happy', 0.2775671619177774)"," ;;i donï¿½t live in UK, so canï¿½t say what think..."
"('positive', 0.97)",positive,Happy,"('Happy', 0.751218186443317)",Because you're everything to me DEMI LOVATO
"('negative', 0.913)",negative,Angry,"('Angry', 0.431649938040048)",Stuck on the  ... Going to my nd job ... ... Why can't find good office job???
"('negative', 0.416)",negative,Angry,"('Angry', 0.42816668413277903)", can't call Mitch! Im from sweden!
"('positive', 0.38)",positive,Excited,"('Excited', 0.24668280020172925)", ... you mean the fam minus ahugs
"('negative', 0.934)",negative,Sad,"('Sad', 0.4270436424414775)",Have HUGE headache... don't have asprin here at work.
"('negative', 0.484)",negative,Angry,"('Angry', 0.36290616148960203)", another david hughes on your list? I'm hurt  ftw!
"('neutral', 0.61)",neutral,Sad,"('Sad', 0.22799140914138918)",Back to marking
"('positive', 0.713)",positive,Sad,"('Sad', 0.5578139288959144)",playing singstar without my fave duetter
"('negative', 0.917)",negative,Bored,"('Bored', 0.2509266424198647)",cant spell
"('negative', 0.625)",negative,Sad,"('Sad', 0.4535085808242973)",asda ready meal don't think i'll ever be the same again
"('positive', 0.604)",positive,Excited,"('Excited', 0.2518823517361928)",I'm Back and see missed Truck and Fish on 
"('neutral', 0.643)",neutral,Fear,"('Fear', 0.22065311279266203)", Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels
"('positive', 0.78)",positive,Happy,"('Happy', 0.2811828284393786)", ohwwww whatever I'm excited anyway.
"('negative', 0.982)",negative,Sad,"('Sad', 0.5545764120971846)",really want to go to milwaukee but my sis doesn't want to well she won't tell me
"('negative', 0.828)",negative,Excited,"('Excited', 0.20962323287691825)", What day is it? What's #FF? I'm worst than you
"('positive', 0.736)",positive,Bored,"('Bored', 0.5943121840049914)","BBQ's gone well Weather stayed good which is right bonus. Just off to bed, training in the morning at : then work"
"('positive', 0.505)",positive,Sad,"('Sad', 0.416936305753913)",This economy thing is getting us down. stay positive mostly but sometimes it really gets to me. Hoping Todd gets work soon.
"('neutral', 0.541)",neutral,Fear,"('Fear', 0.3154058492201858)"," Very afriad might copy the picture that just put up... and change it little, should I?"
"('negative', 0.921)",negative,Bored,"('Bored', 0.5247884125238313)",it is red hot bin tryin get sleep ages but cant
"('positive', 0.668)",positive,Bored,"('Bored', 0.2943980691949075)", that's long time Well then txt me xx
"('positive', 0.556)",positive,Sad,"('Sad', 0.6427354525856736)",want to go to concert from fob now!!! miss it can't wait any longer ...
"('negative', 0.708)",negative,Sad,"('Sad', 0.36056848911749156)",got overexcited about pizza and burned my mouth.
"('negative', 0.61)",negative,Sad,"('Sad', 0.45991976958790354)", What time are you coming up here? don't want to spend the day with mom
"('negative', 0.433)",negative,Bored,"('Bored', 0.7389823209717115)","Sleep time for me now, lots of last minute revision tomoro; exam on Monday night tweet-ers ;"
"('negative', 0.859)",negative,Bored,"('Bored', 0.604138732183461)", Another one...those were taken at am MET! see have real sleeping disorder
"('positive', 0.599)",positive,Sad,"('Sad', 0.45911294878996833)",miss k_ris punking me everytime we hung out and effnng me up
"('negative', 0.78)",negative,Angry,"('Angry', 0.43515080134593065)",Dammit just locked the keys in the car! had to call mama whos in laughlin to call AAA for me
"('negative', 0.579)",negative,Sad,"('Sad', 0.8580542662520483)",Harley passed away in December  
"('neutral', 0.445)",neutral,Fear,"('Fear', 0.3258532124356338)", apparently! Haven't tried the site tho. Maybe will get better results.
"('neutral', 0.464)",neutral,Sad,"('Sad', 0.414331073432794)",My besties. If only  was there. on Twitpic 
"('positive', 0.593)",positive,Sad,"('Sad', 0.6327829210685778)",My besties. If only  was there. on Twitpic:  My besties. If only  .. 
"('negative', 0.948)",negative,Angry,"('Angry', 0.5171244080125704)","What did learn today? Never post anything you've sold on ebay using royal mail. They lose it, refund: compo's nowhere near my bad"
"('negative', 0.74)",negative,Angry,"('Angry', 0.4203248588967379)", If it keeps up like this I'm soon not going to have anything to blow the liquids OUT of!
"('negative', 0.816)",negative,Angry,"('Angry', 0.359038787716714)", what causes the frustration buddy?
"('negative', 0.436)",negative,Fear,"('Fear', 0.46505571237449)", gah!!! twitpic is uploading sideways today
"('positive', 0.936)",positive,Excited,"('Excited', 0.3064138123361297)", yup then we are day older
"('negative', 0.964)",negative,Sad,"('Sad', 0.5210146738699949)",_Fur_Laxis It makes me feel physically sick. read Let The Right One In and was only horrified by the cat violence. Just horrible
"('negative', 0.867)",negative,Sad,"('Sad', 0.42554062999850084)",ugh! my teeth hurt! its taking the enjoyment out of jack-in-the-box.
"('negative', 0.896)",negative,Sad,"('Sad', 0.47856346214461604)"," p.s am gutted- went to order dead famous on dvd today from amazon, couldnt find my wallet, went back and last one sold out"
"('negative', 0.794)",negative,Sad,"('Sad', 0.42222515406874944)",It's raining and I'm outside without an umbrella.
"('negative', 0.836)",negative,Sad,"('Sad', 0.6409330759003643)","Why are young people attracted to trouble? this makes me sad! ,; kMv"
"('negative', 0.428)",negative,Sad,"('Sad', 0.29696098391240544)",is wishing work was done soon ;
"('negative', 0.943)",negative,Angry,"('Angry', 0.6055764731214388)","My cable signal is all messed up!!! I'm missing Ghostwhisperer In other news have hurt my toe and have cold, in like hot weather!!!!"
"('negative', 0.969)",negative,Bored,"('Bored', 0.4914621678741342)",is bored at work
"('negative', 0.45)",negative,Sad,"('Sad', 0.26735546669891297)",Soooooooooo glad to learn that Farrells ice cream parlor is staging comeback in So. Cal -- too bad it's in the Mission Viejo mall
"('positive', 0.627)",positive,Fear,"('Fear', 0.4233923147225915)",On my way to the viewing!
"('negative', 0.839)",negative,Angry,"('Angry', 0.568736668568867)", really? bcoz i'm not good in math ; we learning sumthing that we won't need so thats why don't like math ; my teacher is uh
"('negative', 0.822)",negative,Fear,"('Fear', 0.3390838609686204)", never knew
"('positive', 0.957)",positive,Happy,"('Happy', 0.4529650155444884)", love you but can't call you cause live in argentina really really love you mitchel!
"('negative', 0.992)",negative,Sad,"('Sad', 0.282354896606857)", cant get through
"('negative', 0.658)",negative,Sad,"('Sad', 0.44524544393577614)",new guitar hero metallica guitar is already broken #fail
"('negative', 0.523)",negative,Sad,"('Sad', 0.28903952569196817)"," but he was only  sorry, tend to ramble about him,"
"('positive', 0.959)",positive,Excited,"('Excited', 0.27647033037847113)", yeah but I'm jus glad the thunder stopped
"('negative', 0.548)",negative,Excited,"('Excited', 0.2505008554974671)","Every time pay off my library fine, get new one. I'm bad patron"
"('negative', 0.862)",negative,Sad,"('Sad', 0.3398065480970477)",still no pool key. wth. it's even hot out today.
"('negative', 0.523)",negative,Bored,"('Bored', 0.44151043484775526)",Laying in bed til workkk... Oh the life. Definitely pinched nerve.
"('neutral', 0.382)",neutral,Fear,"('Fear', 0.2663002981273469)"," umm well only go to house clubs and never go to north beach so.no idea, sorry been out x there now defunctlesi club"
"('negative', 0.923)",negative,Angry,"('Angry', 0.33247218971831866)",Then it just HAD to start raining here. ughh... (via ) haha you died what did you do at muskoka
"('neutral', 0.46)",neutral,Excited,"('Excited', 0.40379306188078984)",Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained few pounds.
"('negative', 0.955)",negative,Angry,"('Angry', 0.3790556918177659)",At the library being friggin bored.
"('negative', 0.972)",negative,Angry,"('Angry', 0.46944558761604965)",whats the point of wisdom teeth? NOTHING! grr in so much pain and look like chipmunk FML
"('negative', 0.529)",negative,Sad,"('Sad', 0.6441569847041254)", know... he's mad at us... :'(
"('positive', 0.645)",positive,Excited,"('Excited', 0.2400471399158452)",six more finals to go
"('positive', 0.355)",positive,Happy,"('Happy', 0.23528986265950538)", Nooooo get on now! Haha i'll be gone later
"('positive', 0.933)",positive,Sad,"('Sad', 0.516640131699021)",Everything is cool now. wish the boy was able to talk.
"('negative', 0.643)",negative,Sad,"('Sad', 0.5346418712963434)",So really need to put the laptop down ; start getting ready for  shindig...But I've missed my TwitterLoves all day
"('positive', 0.784)",positive,Angry,"('Angry', 0.20673531774960763)",Thanks to my assignment im off to work today!
"('positive', 0.493)",positive,Fear,"('Fear', 0.43139429418516023)","omg, did anyone see the wee girl on bgt..!xx sucha shame"
"('positive', 0.971)",positive,Excited,"('Excited', 0.5119909635427566)",another great workout! but I'm feelin kind of funny
"('negative', 0.953)",negative,Sad,"('Sad', 0.363955118649398)",owe just burnt my hand on the toaster oven
"('neutral', 0.782)",neutral,Excited,"('Excited', 0.2543686569708887)",wanna see Drag Me To Hell Someone take meee! Oh and Follow me. And Subscribe: 
"('negative', 0.927)",negative,Angry,"('Angry', 0.3562620667094846)","Living down Alki without off-street parking BLOWS. :p ; there is no parking. Wkds are the worst, feel like hostage."
"('negative', 0.805)",negative,Angry,"('Angry', 0.4874464087974741)", think twitter hates every when it comes photos! took me ages the other day change my pic!! especially at this time!
"('negative', 0.592)",negative,Sad,"('Sad', 0.2959697143199697)","And the city love, Tucson, is the th most miserable "
"('positive', 0.681)",positive,Fear,"('Fear', 0.24844235791495117)",Lol.. people in falcon..and boo one of them being becca
"('negative', 0.832)",negative,Fear,"('Fear', 0.29136659871803944)",Not found: the thing was looking for
"('negative', 0.625)",negative,Bored,"('Bored', 0.5744322902081895)",is up early to send someone off at the airport! 
"('negative', 0.844)",negative,Angry,"('Angry', 0.7396321067150612)","Had great day, apart from the fact that bought USB HUB and as soon as plugged it in, it broke!!!! Damn you Tesco!!!!!!"
"('negative', 0.808)",negative,Sad,"('Sad', 0.48576921638234083)","feel like drinking wine, but don't have any."
"('negative', 0.942)",negative,Sad,"('Sad', 0.3417616559270402)",just drove with my mom and brynn. my mom said im the worst driver EVER...really??
"('negative', 0.979)",negative,Angry,"('Angry', 0.7385292335459125)",Why the eff did  get suspended?!
"('neutral', 0.751)",neutral,Angry,"('Angry', 0.4075173090480162)",word is marlon brando gave him  cent yeah tha GODFATHER
"('negative', 0.925)",negative,Fear,"('Fear', 0.503499620836699)",seriously why did mum make me eat yeah have weird eating habit of not eating all day but really
"('negative', 0.809)",negative,Sad,"('Sad', 0.43971284167462754)",so im really borde and dont know what should do.
"('negative', 0.938)",negative,Fear,"('Fear', 0.40660117245259775)",Its humid today. Last night there was lightning. And now its humid
"('negative', 0.533)",negative,Bored,"('Bored', 0.3221993769679633)",Is helping out at church pianos +stairs+gravity= heavy
